design1,design2,merit1,merit2
5,99,55.7172,10.2711
43,795,17.4546,0.9107639999999999
14,21,37.1433,9.75449
7,711,2.5866599999999997,3.64722
8,5,72.8228,41.4495
13,11,61.2369,18.8519
732,60,16.203,1.40342
31,106,5.4114900000000015,2.1922
705,4,100.0,0.0
179,11,46.6645,9.791139999999999
114,22,49.343,5.99866
24,5,80.9562,36.9799
3,337,43.2676,9.72837
367,278,4.63052,0.44236400000000003
259,254,0.8658389999999999,0.514009
393,15,15.0068,5.41524
13,890,12.6128,2.25565
7,387,22.9115,4.560169999999999
93,10,63.124,13.7812
144,142,8.88981,0.971141
11,23,20.3559,9.1066
18,15,57.8819,13.3657
396,6,27.204,15.1161
94,32,45.4308,4.42833
69,224,2.20468,0.98205
111,745,13.3602,0.47357299999999997
199,543,4.96605,0.383058
30,12,68.2831,15.5475
8,8,59.7857,26.7062
22,17,57.3924,11.4845
39,21,56.9993,8.44887
3,79,66.5354,16.6734
376,18,14.9782,4.58297
58,15,63.2501,10.8139
92,3,76.8894,40.5391
447,43,1.03049,1.88165
20,239,16.9789,2.26931
6,26,27.7625,11.845999999999998
214,3,60.3019,31.9908
952,383,16.2244,0.29435
3,31,61.3351,20.496
9,136,41.0178,5.57466
4,124,57.7111,11.4736
42,543,9.40634,0.9861530000000001
566,14,0.7797850000000001,5.47146
31,9,73.2299,20.4687
31,806,16.6464,1.16299
482,10,11.5394,8.22395
3,176,57.6776,12.6454
7,7,60.6011,30.5823
314,57,10.7998,1.6455799999999998
243,80,13.0761,1.32181
136,12,53.2019,10.0598
42,146,2.37839,1.57056
5,57,56.0575,11.932
32,30,44.2918,6.084
108,93,18.1547,1.52272
33,45,28.916,4.04094
25,149,14.9969,2.2679
537,53,6.74485,1.55965
25,953,19.1588,1.35517
214,965,10.6022,0.294577
19,113,21.6807,3.12048
86,9,65.6301,15.6423
16,12,62.5613,16.9383
43,55,26.3484,3.15075
67,7,71.8425,21.4617
34,337,2.21868,1.28572
6,6,61.3947,35.6365
60,291,2.3921900000000003,0.9442280000000001
9,29,9.70268,8.22733
288,12,29.5696,7.4889899999999985
263,382,0.124259,0.399716
525,3,57.4187,85.5977
174,495,5.11545,0.42593
968,221,20.4684,0.45180600000000004
869,13,13.2859,7.32075
53,568,11.0202,0.829677
827,734,5.89356,0.191367
14,7,73.6055,29.0128
582,157,12.4508,0.623287
20,14,61.6434,14.1481
24,23,48.7347,8.33891
3,13,24.2217,22.7919
18,24,39.6205,8.284180000000001
48,11,69.148,15.37
44,15,64.3492,11.5657
29,46,24.2403,4.05473
14,91,29.6645,4.31618
15,99,28.1196,3.96657
872,69,20.5394,1.24034
4,78,61.2618,13.2743
11,604,1.12256,2.60118
815,25,16.2034,3.2486200000000003
52,3,83.027,48.4885
587,72,10.7748,1.19602
217,123,8.20209,0.942757
27,56,12.6488,3.43715
9,22,11.1981,9.69015
830,167,18.8518,0.575783
165,146,7.683619999999999,0.905101
42,186,3.5007900000000003,1.41753
4,12,1.8395,18.539
170,133,9.98648,0.967592
233,39,24.2943,2.63315
270,64,13.8806,1.5607
399,11,17.8855,7.49277
27,5,80.9037,36.2757
76,585,11.8446,0.6496930000000001
59,443,6.855919999999999,0.824399
476,49,2.1729700000000003,1.66596
136,287,3.668,0.6271899999999999
29,56,15.1978,3.37746
253,503,1.83617,0.353014
205,726,8.682089999999999,0.336458
12,51,22.963,5.74979
454,121,6.18856,0.783154
244,130,6.03646,0.86382
72,6,72.5719,24.1523
469,14,8.5105,5.5852
579,15,0.912615,5.08297
3,345,42.6382,9.63829
741,167,16.7836,0.580271
187,224,1.57976,0.630743
20,49,5.99582,4.1043699999999985
94,856,16.6252,0.511745
24,8,74.7124,23.9064
12,399,13.2852,2.83284
123,42,36.8623,3.10149
86,236,3.7896900000000002,0.861648
636,3,100.0,0.0
897,90,21.2345,0.978986
39,11,69.8595,16.1134
4,132,56.8838,11.2198
48,22,56.4693,7.72049
138,136,10.1195,1.02219
526,462,7.29616,0.290559
7,46,42.7792,9.366439999999999
312,29,17.8308,3.1177900000000003
73,38,42.5998,4.01204
90,29,47.8428,4.94977
720,450,11.0125,0.27522199999999997
258,10,35.6545,9.309
68,38,42.9895,4.0887
336,625,0.822132,0.278594
27,61,8.794089999999999,3.19723
9,3,82.9205,63.8619
148,146,8.12613,0.93978
95,3,76.4271,40.0933
118,620,10.7181,0.483824
5,58,56.1932,11.8839
21,19,52.9514,10.3174
20,822,14.4042,1.62553
13,51,19.2251,5.37562
92,83,20.8376,1.76748
5,46,53.8311,12.5109
213,9,43.4309,11.0569
23,968,19.0028,1.4449
280,12,30.6156,7.56488
15,325,15.5378,2.54699
11,22,23.2354,9.51987
797,20,14.293,4.13509
4,22,39.776,17.0724
38,101,1.81486,1.98307
141,24,43.823,5.09759
3,154,59.8604,13.3211
235,112,8.534139999999999,0.99391
23,11,68.8276,17.6575
162,73,21.9665,1.66399
36,912,19.7406,1.0240799999999999
75,9,67.6089,16.3777
665,762,4.06405,0.200041
843,92,19.8998,0.961119
790,11,8.56896,8.5462
4,7,39.72,31.345
145,16,48.3362,7.45638
448,215,7.1547199999999975,0.504321
650,18,6.99205,4.34198
50,147,1.22559,1.42003
61,7,72.8683,22.0848
3,8,15.1568,27.8158
86,3,77.8241,41.4839
445,37,2.28352,2.16941
14,664,5.15139,2.1496
5,620,13.4894,5.11658
6,257,37.0783,6.15085
3,228,52.6739,11.3945
13,71,28.9107,4.9398
3,102,64.8118,15.4302
26,279,9.44207,1.7173599999999998
18,221,20.2493,2.55865
408,8,21.3419,10.7612
102,13,58.4013,10.3862
762,371,12.7563,0.30951799999999996
72,16,60.4697,9.54259
22,8,74.4129,24.2108
14,250,22.765,3.01242
10,97,40.0299,5.67175
511,98,8.1879,0.924318
134,178,5.41019,0.8456469999999999
142,756,11.630999999999998,0.404828
395,348,5.57006,0.375818
227,10,40.112,9.7567
351,21,16.2909,4.05057
202,614,6.9104600000000005,0.363512
44,77,14.2854,2.32864
31,175,9.79103,1.80652
426,3,63.0695,90.6294
4,260,43.9958,8.57485
73,15,61.3421,10.1209
306,11,28.2596,8.000689999999999
14,3,85.5393,61.4476
324,11,26.0775,7.86406
175,235,2.83937,0.6281899999999999
41,83,9.90532,2.2347200000000003
101,5,69.2043,25.2997
263,13,32.0537,7.1670000000000025
112,24,48.2962,5.5450300000000015
427,67,0.585691,1.27635
42,308,0.5001939999999999,1.13971
8,3,81.788,64.3802
3,78,66.5996,16.7326
11,71,34.9064,5.69923
6,817,0.650958,4.0645
192,45,27.4144,2.47132
32,21,55.6599,8.75715
47,4,80.8968,39.1763
49,12,67.7543,14.052999999999999
560,4,65.1064,77.767
228,572,4.62162,0.35185
410,373,5.511830000000002,0.35476
47,85,12.6914,2.10813
35,13,67.0735,13.9694
17,22,41.7909,9.11231
192,57,23.5436,1.97476
442,44,1.2948,1.84912
11,261,26.2664,3.63983
635,420,9.411719999999999,0.294281
121,488,7.7145899999999985,0.522071
190,39,29.766,2.84708
298,835,4.98291,0.260254
17,83,21.8788,3.7718
486,224,9.23285,0.486262
80,13,62.2077,11.2931
7,313,29.1909,4.97317
792,5,100.0,0.0
14,30,16.6035,6.8308800000000005
11,8,67.1067,26.1042
7,571,10.1213,3.92706
151,50,30.5558,2.44024
365,35,10.3279,2.45826
28,96,6.885460000000001,2.4433599999999998
10,45,27.0039,6.90752
48,5,78.5214,32.054
37,494,6.61562,1.0951799999999998
33,31,43.6257,5.85157
219,35,27.5857,2.99172
35,9,73.0925,20.0048
5,593,14.9681,5.1849
492,255,8.64583,0.438512
475,5,24.2549,19.4146
121,226,3.6985900000000003,0.755638
16,143,26.9145,3.32732
474,9,13.7068,9.34108
39,53,26.0831,3.34101
22,655,9.51561,1.53579
448,61,1.57369,1.3805
121,906,15.048,0.42242799999999997
9,20,18.0598,10.6531
23,296,10.6517,1.8518599999999998
6,751,3.4888,4.13016
23,3,86.1736,57.6757
75,6,72.0215,23.8315
66,86,17.7183,1.89274
676,4,100.0,0.0
581,6,76.0502,68.2216
73,264,3.63759,0.890567
21,4,83.3584,45.9272
104,71,25.1867,1.97179
43,30,47.8865,5.76213
5,463,23.118,5.6554699999999976
74,109,11.998,1.50128
27,729,13.7108,1.30525
41,524,8.34037,1.00758
72,23,54.2563,6.664460000000001
81,27,50.0785,5.4860000000000015
593,139,12.4345,0.685516
44,104,4.85608,1.84738
904,81,21.3955,1.07505
40,474,6.27577,1.0462
766,423,12.7834,0.28367600000000004
79,288,4.94519,0.8232799999999999
3,50,66.8853,18.702
21,300,11.7868,1.98375
238,826,8.27476,0.294873
12,108,35.0811,4.68067
19,38,17.7883,5.21852
5,132,52.9106,9.32944
4,60,61.4612,14.2139
211,7,46.7732,14.1314
13,557,1.43108,2.31822
791,7,73.8134,58.0538
291,9,32.5594,9.96004
15,60,18.3871,4.5803199999999995
119,3,72.788,37.1031
14,259,22.0552,2.96904
53,920,20.2456,0.7630859999999999
13,150,31.829,3.9109
20,781,13.1397,1.63024
7,487,15.4789,4.16622
325,13,24.0761,6.63815
31,12,68.3622,15.4592
915,149,20.9444,0.630396
228,4,52.8182,24.1277
8,74,45.2157,7.44497
3,71,66.9765,17.1704
615,372,10.7214,0.32435
63,147,5.3796800000000005,1.2946799999999998
55,635,13.2352,0.792143
555,19,1.4963799999999998,3.94325
256,63,15.313,1.61604
26,42,24.963,4.50553
384,10,20.6093,8.37983
950,34,21.2706,2.42475
26,154,14.2979,2.17637
22,34,29.7557,5.68285
23,236,14.3882,2.03199
314,40,14.4876,2.29325
534,5,72.9641,74.3673
80,3,78.7623,42.5047
10,22,17.8481,9.60378
3,62,67.223,17.7823
421,9,18.397,9.36157
341,49,9.71347,1.8379900000000002
73,17,59.4304,8.954139999999997
27,27,45.1328,6.9575
23,41,21.8918,4.71053
568,25,4.55888,3.04892
518,27,1.53221,2.81802
191,5,54.2939,20.1821
4,682,15.229,6.16172
644,142,14.4712,0.670786
158,688,9.86255,0.394419
3,260,49.7361,10.8015
228,875,9.12422,0.29289
254,347,0.35199,0.428571
35,112,2.70584,1.972
9,45,31.9232,7.5678
187,28,34.7645,3.94095
6,24,23.1125,11.9856
4,200,49.9267,9.54853
255,203,0.41513900000000004,0.599598
465,14,8.85915,5.5932900000000005
38,31,45.4319,5.705509999999999
23,518,3.5994,1.52103
45,38,40.7335,4.49481
255,21,28.2677,4.58922
6,782,2.1198799999999998,4.09512
124,120,12.076,1.1718
3,171,58.1854,12.7898
51,503,8.40785,0.876446
6,288,34.1413,5.86724
3,900,14.8888,8.4874
891,4,100.0,0.0
369,46,7.58846,1.89382
11,132,36.6279,4.72616
88,68,26.6927,2.15757
69,31,47.8767,4.997
18,18,51.6195,11.1071
7,62,47.6559,8.75277
774,99,18.1025,0.903179
9,32,16.0446,8.08648
94,7,66.8772,19.1499
64,956,20.4951,0.658468
34,59,18.2992,3.11774
661,339,12.3545,0.340725
385,54,4.6935699999999985,1.60546
20,725,11.3111,1.63812
31,5,80.6472,35.3817
17,3,86.0303,60.119
65,94,14.7385,1.7646099999999998
13,22,31.5439,9.37371
16,14,57.8262,14.5145
193,14,41.7586,7.5562
334,8,28.9873,10.9607
259,7,40.0064,13.2986
935,310,17.8615,0.346212
12,8,68.6248,25.9142
101,8,64.1293,16.4903
144,4,64.6666,27.1318
205,12,41.4848,8.53698
752,872,3.25944,0.17848
299,92,6.51166,1.08163
751,436,11.2133,0.276173
565,303,10.9896,0.379718
64,6,74.009,25.0669
46,33,45.3064,5.15683
144,277,3.20001,0.623292
183,483,5.0124900000000014,0.422619
945,42,21.6753,1.9625
71,147,6.26805,1.23262
316,99,4.318309999999999,0.992475
60,432,6.74368,0.8236829999999999
387,9,21.7051,9.42565
61,919,19.788,0.685756
372,5,32.8809,18.6291
41,12,68.3672,14.6411
342,767,3.0039,0.253763
9,155,39.5393,5.31899
216,4,54.3513,24.3427
9,706,1.2393299999999998,2.96893
368,54,6.2833,1.63224
504,168,9.63433,0.600757
15,264,20.4171,2.7763
647,861,1.27705,0.186339
4,20,34.9402,17.2764
37,3,85.0255,52.7752
6,78,52.7016,9.42332
849,7,72.9862,59.8202
407,62,1.66113,1.38563
52,180,0.155276,1.25684
54,8,72.4923,20.1964
363,55,6.52233,1.61278
650,6,73.8641,65.2958
9,114,42.2609,5.91417
16,842,13.1711,1.92747
10,873,9.21746,2.75253
331,895,4.90115,0.241137
6,18,2.24608,12.4445
8,827,4.6157900000000005,3.24871
64,263,2.59696,0.951503
51,265,0.35347199999999995,1.06805
15,215,24.2027,3.01817
7,142,45.6311,6.8258800000000015
259,93,9.42795,1.12834
129,38,37.9364,3.36375
63,246,2.23958,0.987408
205,693,6.95586,0.33866999999999997
10,4,79.8563,49.7299
188,6,52.2623,17.0398
3,317,44.8656,9.96888
182,386,3.17968,0.47006000000000003
414,36,5.25939,2.28443
105,214,4.52716,0.833417
430,10,16.1146,8.26874
8,540,9.81535,3.5720300000000003
14,244,23.3483,3.04123
847,332,15.4845,0.331468
35,132,5.6002800000000015,1.84908
24,61,3.66574,3.2858099999999997
49,5,78.3867,31.8806
17,245,19.5671,2.57586
482,3,59.7189,86.2903
366,36,9.97938,2.39129
22,280,12.36,1.96519
234,72,15.4385,1.4768700000000001
690,271,14.1162,0.399057
821,90,19.3036,0.979907
17,584,3.59481,1.87496
45,206,2.57347,1.29721
14,96,30.1953,4.2488800000000015
386,33,8.66164,2.54429
621,8,5.01336,11.3154
21,7,76.342,27.6612
10,811,7.10525,2.75068
10,13,47.6131,16.3076
327,66,7.9260899999999985,1.4138700000000002
3,48,66.6743,18.87
185,115,11.501,1.0581200000000002
390,59,3.4195800000000003,1.47155
507,46,4.06906,1.76256
435,257,7.66207,0.44992
953,281,18.5234,0.371548
37,89,4.74185,2.18528
622,7,78.4952,63.2015
29,39,31.8383,4.75594
10,5,76.116,40.805
301,397,1.7318,0.374025
10,11,54.614,19.263
7,537,12.2059,4.01577
27,198,12.5659,1.91473
6,8,50.3803,27.1346
36,205,6.4039199999999985,1.51598
9,12,47.4052,17.7995
699,332,12.6992,0.341499
441,31,3.94496,2.57115
191,57,23.6646,1.97867
4,46,59.8163,15.0916
100,13,58.7435,10.4613
37,413,2.40328,1.13047
20,84,15.8616,3.29529
398,727,1.03424,0.241075
17,250,19.3405,2.55395
46,17,61.9001,10.1073
98,116,12.8033,1.30424
3,103,64.7121,15.3817
67,262,2.63242,0.930137
18,29,30.3901,6.846539999999999
128,57,29.6133,2.27433
26,177,13.8428,2.05966
296,51,13.878,1.86552
8,91,45.8082,7.02624
64,9,69.5052,17.2127
5,9,36.5449,24.4055
84,6,70.3658,22.936
32,573,9.18683,1.18469
3,33,62.5177,20.2808
3,129,62.3024,14.2338
51,28,50.4572,5.96521
277,5,42.8931,18.7178
6,287,34.2089,5.87561
366,67,4.5145800000000005,1.3398700000000001
83,24,52.2332,6.12481
3,569,28.3376,8.215019999999999
720,49,15.2691,1.68103
14,39,0.744934,5.38085
3,316,44.9435,9.9815
394,18,13.0921,4.5101900000000015
9,182,37.1887,5.0065300000000015
12,118,35.0087,4.548769999999998
911,158,20.744,0.600209
31,17,60.9661,10.9116
4,866,7.67288,6.21129
347,651,0.942032,0.2696
263,189,0.974488,0.625714
181,45,28.6807,2.52805
256,5,45.4448,18.9056
102,310,4.32644,0.693472
6,86,52.6305,9.16879
20,7,76.1452,27.8424
23,80,9.12406,2.9995
383,80,1.48132,1.1217700000000002
21,6,78.5465,31.9409
27,562,7.2874,1.3414
6,210,41.7557,6.68532
28,80,1.49072,2.60463
151,77,21.1949,1.62031
71,12,64.7586,12.673
388,793,2.46823,0.236474
97,67,26.8492,2.12648
77,6,71.6594,23.6242
50,6,76.344,26.9089
9,208,34.7046,4.74759
64,134,6.87666,1.36614
26,15,62.7327,12.7309
81,694,13.9402,0.595363
89,64,28.0866,2.27477
25,59,7.027639999999999,3.34711
675,8,80.0943,58.4125
26,3,86.0409,56.5414
84,534,10.2911,0.626704
132,308,5.20299,0.618202
13,249,24.2517,3.21451
85,823,16.5476,0.552387
60,127,6.8216800000000015,1.45113
18,130,23.8257,3.11131
15,938,15.223,2.01842
16,42,2.78058,4.897069999999999
170,653,8.91793,0.384788
555,70,8.99891,1.2253
804,10,81.97200000000002,50.0716
3,197,55.6282,12.0886
115,71,25.3264,1.91323
58,41,40.1133,3.94044
453,178,7.71537,0.582711
950,50,22.116999999999997,1.66482
3,240,51.5454,11.1591
194,75,18.4938,1.5199
56,384,4.3745,0.8871899999999999
98,140,9.36668,1.13106
32,896,18.9483,1.1231
692,3,100.0,0.0
70,5,74.8175,28.7067
17,379,9.43293,2.1474900000000003
142,31,39.8379,3.96488
67,27,51.1923,5.7902
532,967,1.27601,0.188763
95,35,43.324,4.03875
377,63,4.16277,1.4029200000000002
8,379,21.3493,4.101719999999999
84,13,61.5444,11.1132
15,5,79.7317,39.3162
16,6,77.3761,33.0444
5,33,46.3497,13.3249
13,47,15.5641,5.47982
64,101,12.9713,1.6739400000000002
31,185,9.99222,1.7695599999999998
15,47,7.74642,4.8720099999999995
71,15,61.585,10.2079
30,146,10.1543,1.9850900000000002
31,83,1.24353,2.42641
67,12,65.3836,12.8995
311,48,13.036,1.93819
64,332,4.11094,0.8673879999999999
139,736,11.4294,0.413604
806,308,15.5121,0.35418299999999997
13,25,24.0807,8.24359
172,15,44.4626,7.412339999999999
65,148,5.59158,1.27328
18,855,14.5235,1.75954
22,712,11.5733,1.52526
6,49,49.3052,10.5608
101,57,31.126,2.45431
94,14,58.8895,9.957139999999999
38,824,17.7741,0.993617
3,20,47.7912,21.8058
489,50,3.2811800000000004,1.63841
117,157,7.3071699999999975,0.9730049999999999
11,616,0.433765,2.58246
7,384,23.1317,4.573930000000002
21,35,26.5115,5.5659
374,276,4.81644,0.442119
419,682,0.857959,0.244325
865,28,18.3017,2.9184400000000004
625,187,13.9273,0.539219
9,173,37.9541,5.104
11,16,41.3561,13.1304
348,15,19.8825,5.6294900000000005
18,108,23.143,3.3135
12,669,3.4898300000000004,2.40889
810,770,6.47232,0.189708
22,402,3.9507800000000004,1.68705
43,270,1.66282,1.18953
3,188,56.5166,12.3179
3,136,61.6482,13.9606
3,11,11.7996,23.1013
322,43,12.9444,2.12252
798,61,18.3561,1.3840299999999999
199,905,10.6196,0.313671
21,95,16.3142,3.04597
70,4,77.1358,34.8861
12,111,35.0938,4.6391
45,145,0.514999,1.5058
304,304,1.55532,0.435987
12,92,34.549,4.9130400000000005
676,20,9.16115,3.92499
68,141,6.637760000000001,1.28576
4,40,58.0133,15.5194
10,244,29.4627,4.0617
39,673,13.6127,1.00134
517,31,2.42345,2.4928
23,13,65.1039,14.9592
373,123,1.7959900000000002,0.791191
13,19,39.3526,10.8739
12,36,5.3426,6.20704
919,9,77.3085,49.6126
20,89,16.9515,3.2357
469,18,5.9455300000000015,4.2762
10,8,65.2338,26.2991
708,291,14.095999999999998,0.375433
9,581,5.47361,3.14012
558,8,9.146560000000001,11.0267
31,39,33.6658,4.7004800000000015
26,62,6.2608,3.18102
6,149,47.9334,7.65189
902,4,100.0,0.0
10,161,36.8389,4.78621
59,840,18.5365,0.714783
27,114,11.1134,2.35986
5,382,29.1677,6.0954
12,76,32.8228,5.19235
35,33,42.3629,5.43502
5,263,39.6838,7.099639999999999
53,142,2.7965299999999997,1.41798
305,11,28.384,8.00872
25,9,72.9215,21.2163
385,24,11.4509,3.44489
54,26,52.5035,6.34835
95,319,4.73335,0.7113079999999999
160,9,52.0872,12.3714
166,205,3.04825,0.703616
40,991,21.5765,0.936757
94,220,4.38511,0.862238
122,5,65.4583,23.5912
6,390,25.2987,5.18388
114,583,10.1504,0.504842
5,406,27.2928,5.9501300000000015
64,770,16.665,0.684832
77,257,3.38467,0.8699540000000001
15,858,13.0315,2.02367
78,7,69.848,20.4312
562,137,11.3607,0.696837
11,593,1.7468099999999998,2.61812
625,326,11.4411,0.351968
9,163,38.8535,5.22207
16,30,23.493000000000002,6.7205699999999995
32,101,3.54947,2.18248
22,7,76.5091,27.4823
18,995,18.0045,1.7483
217,211,1.98197,0.6221439999999999
12,73,32.2549,5.2495
174,24,38.6474,4.70033
176,387,3.25383,0.476101
54,21,57.3394,7.876289999999999
4,271,42.9538,8.4304
8,31,21.1889,8.99452
10,50,30.7187,6.7507
912,9,77.4644,49.7318
37,66,15.7545,2.77175
327,10,26.8649,8.65889
224,73,16.0868,1.47949
304,59,11.4143,1.61279
258,246,0.197484,0.5256689999999999
963,28,20.9311,2.9988099999999998
859,73,20.2397,1.17939
153,322,3.58172,0.55708
3,35,63.5077,20.0762
902,3,100.0,0.0
270,46,17.9321,2.12925
103,32,44.4411,4.29896
137,34,39.0057,3.66967
431,893,3.0127,0.21453200000000008
133,165,6.3867699999999985,0.892181
669,110,15.0053,0.82894
6,13,23.3735,16.8285
9,352,21.6336,3.8202800000000003
41,119,0.48311,1.74059
973,931,4.76494,0.160176
78,385,5.74514,0.731386
29,4,83.0964,43.5915
21,800,14.1171,1.56846
5,60,56.4213,11.7886
902,31,19.7411,2.64422
7,221,37.9744,5.74373
43,66,19.9534,2.67323
60,24,54.2599,6.70723
931,195,20.2207,0.5013880000000001
58,13,65.4911,12.4414
232,28,28.4391,3.6207
9,108,42.43899999999999,6.01463
272,19,26.9441,4.9200599999999985
26,293,8.8492,1.68485
734,6,71.4087,64.3915
18,68,14.4326,3.8158199999999995
58,59,28.3579,2.75411
49,327,1.56542,1.01085
27,305,7.383999999999999,1.6054
3,204,54.9343,11.9201
58,3,82.1485,47.0109
15,377,11.4942,2.3942900000000003
57,7,73.5681,22.5268
189,75,18.795,1.53522
598,5,70.5185,71.2268
112,199,5.456119999999999,0.846894
86,15,59.2903,9.60234
105,272,4.0362,0.730718
607,12,0.199945,6.62459
51,3,83.1749,48.7476
8,99,45.5707,6.8497
71,101,14.3214,1.62245
89,10,63.8589,13.9952
30,10,71.5516,18.5916
4,152,54.8577,10.644
109,14,56.2682,9.44407
34,6,78.3716,29.45300000000001
20,438,2.96769,1.7635900000000002
595,65,10.7028,1.30614
823,5,100.0,0.0
492,197,9.33053,0.53405
287,137,2.6069999999999998,0.7792600000000001
17,41,7.7031100000000015,4.9514
3,46,66.4431,19.042
3,198,55.5151,12.0644
122,112,13.5319,1.2469299999999999
922,301,17.5067,0.353439
113,228,4.0384,0.777429
14,240,23.6067,3.0631
8,121,44.5572,6.42801
6,12,28.6981,18.2268
6,29,33.3007,11.6464
719,38,14.4363,2.11527
98,105,14.9148,1.41584
53,14,64.9002,11.8491
619,71,12.152999999999999,1.2100600000000001
116,11,57.8035,11.6137
59,4,78.9962,36.7746
895,121,20.9666,0.755262
13,29,14.6173,7.12073
33,7,76.6122,25.6836
4,291,41.1111,8.18726
216,131,7.8349,0.899034
198,281,1.3193,0.5358539999999999
196,988,11.8463,0.30722
33,103,2.7936099999999997,2.1173
5,197,46.2763,7.99525
114,356,5.31841,0.6147199999999999
143,36,37.1974,3.41794
9,28,7.29132,8.27673
28,213,11.4346,1.80952
29,69,5.79662,2.83948
199,208,3.09449,0.648534
140,55,29.3648,2.28483
812,12,10.4469,7.7777699999999985
537,15,2.18175,5.07027
48,502,8.34097,0.913611
573,257,11.3718,0.426833
99,416,6.85775,0.622034
14,615,2.78381,2.1562
408,17,12.2223,4.71917
937,12,83.1987,43.7192
24,368,5.24493,1.6322299999999998
35,18,60.2149,10.0819
74,374,5.73885,0.764045
14,36,4.69236,5.74763
359,53,7.24215,1.67619
132,32,40.7495,3.9475300000000004
557,54,8.03078,1.53562
98,13,59.1392,10.5373
21,8,74.2011,24.366
32,5,80.5534,35.1663
292,4,45.4085,23.6351
404,335,5.20127,0.380101
15,910,14.5,2.02029
46,296,0.3447,1.09067
27,55,13.4865,3.49236
137,270,2.7671799999999998,0.643045
128,6,62.2827,19.6468
9,46,32.6701,7.5323600000000015
328,616,0.932177,0.283727
5,50,54.8877,12.2924
119,265,4.27866,0.701341
60,32,47.2927,5.014469999999998
25,85,7.642239999999997,2.7671900000000003
50,213,0.42810699999999996,1.19022
314,346,2.64762,0.401838
15,17,49.1521,12.005999999999998
42,276,2.36221,1.19867
104,19,53.018,7.14957
255,326,0.458108,0.443508
65,349,3.78104,0.836801
45,173,2.23557,1.39737
25,69,0.355084,2.9633599999999998
298,35,17.65,2.65531
32,12,68.4686,15.372
9,691,0.520043,2.96892
93,14,59.032,9.99462
18,306,14.0207,2.23849
42,236,2.77637,1.27928
658,16,6.3943400000000015,4.96033
5,186,47.4086,8.18257
6,4,72.5038,51.3599
125,642,10.5868,0.46211599999999997
249,6,43.5117,15.7286
339,7,30.3859,12.6931
18,12,64.36399999999999,16.7182
5,22,28.468000000000004,14.1627
3,560,28.8113,8.23632
44,3,84.1381,50.662
208,9,44.2068,11.1572
744,7,75.173,58.9495
7,64,48.0365,8.684280000000001
15,271,19.9752,2.74758
10,487,9.78705,3.0634
380,10,21.0216,8.3935
394,22,11.2551,3.71202
286,283,0.638112,0.46347
103,3,75.1972,38.9875
66,32,47.3341,4.8981900000000005
7,154,44.5948,6.6257699999999975
741,16,10.3994,5.20263
29,29,43.9094,6.40104
58,821,17.965999999999994,0.7250880000000001
3,279,48.058,10.4962
26,4,83.2825,44.4351
5,466,22.9123,5.6413699999999976
887,848,5.73281,0.174473
68,104,12.8184,1.60622
53,334,2.44702,0.961435
277,427,0.8542270000000001,0.368856
25,18,57.3777,10.6457
6,181,44.717,7.09855
25,8,74.7937,23.7571
16,20,44.1831,10.109
